station,date,lon,lat,tmpf,relh,sped,p01i,vsby,weather_class
jrb,2019-07-19,-74.009,40.7012,77.0,84.58,6.9,0.0,10.0,bad
jrb,2019-07-19,-74.009,40.7012,57.0,69.52,5.75,0.0,9.0,good
jrb,2019-07-19,-74.009,40.7012,57.0,69.52,5.75,0.0,8.0,good
jrb,2019-07-19,-74.009,40.7012,57.0,69.52,4.6,0.0,8.0,good
jrb,2019-07-19,-74.009,40.7012,57.0,69.52,16.1,0.0,9.0,good
nyc,2019-07-19,-73.9693,40.779,78.8,78.62,0.0,0.0,9.0,bad
nyc,2019-07-19,-73.9693,40.779,79.0,79.17,0.0,0.0,9.0,bad
jrb,2019-07-19,-74.009,40.7012,81.0,76.7,6.9,0.0,8.0,bad
nyc,2019-07-19,-73.9693,40.779,80.0,76.36,0.0,0.0,9.0,bad
jrb,2019-07-19,-74.009,40.7012,57.0,69.52,5.75,0.0,6.0,good
jrb,2019-07-19,-74.009,40.7012,82.4,74.28,5.75,0.0,6.0,bad
jrb,2019-07-19,-74.009,40.7012,57.0,69.52,5.75,0.0,5.0,good
nyc,2019-07-19,-73.9693,40.779,84.0,69.59,5.75,0.0,9.0,good
jrb,2019-07-19,-74.009,40.7012,84.0,71.73,4.6,0.0,10.0,bad
jrb,2019-07-19,-74.009,40.7012,57.0,69.52,4.6,0.0,9.0,good
nyc,2019-07-19,-73.9693,40.779,86.0,69.8,3.45,0.0,9.0,good
jrb,2019-07-19,-74.009,40.7012,87.0,67.39,5.75,0.0,10.0,good
nyc,2019-07-19,-73.9693,40.779,87.0,64.95,8.05,0.0,10.0,good
jrb,2019-07-19,-74.009,40.7012,89.0,63.26,6.9,0.0,10.0,good
jrb,2019-07-19,-74.009,40.7012,57.0,69.52,9.2,0.01,9.0,good
jrb,2019-07-19,-74.009,40.7012,57.0,69.52,5.75,0.01,9.0,good
jrb,2019-07-19,-74.009,40.7012,57.0,69.52,12.65,0.01,10.0,good
jrb,2019-07-19,-74.009,40.7012,57.0,69.52,16.1,0.01,10.0,good
jrb,2019-07-19,-74.009,40.7012,57.0,69.52,11.5,0.01,10.0,good
jrb,2019-07-19,-74.009,40.7012,57.0,69.52,8.05,0.01,10.0,good
nyc,2019-07-19,-73.9693,40.779,89.0,63.26,0.0,0.0,10.0,good
jrb,2019-07-19,-74.009,40.7012,90.0,63.36,8.05,0.01,10.0,good
jrb,2019-07-19,-74.009,40.7012,57.0,69.52,18.4,0.0,10.0,good
jrb,2019-07-19,-74.009,40.7012,57.0,69.52,11.5,0.0,9.0,good
nyc,2019-07-19,-73.9693,40.779,88.0,67.49,3.45,0.0,10.0,good
jrb,2019-07-19,-74.009,40.7012,90.0,63.36,5.75,0.0,9.0,good
nyc,2019-07-19,-73.9693,40.779,89.0,65.18,3.45,0.0,10.0,good
jrb,2019-07-19,-74.009,40.7012,92.0,59.7,4.6,0.0,10.0,bad
jrb,2019-07-19,-74.009,40.7012,57.0,69.52,21.85,0.0,10.0,bad
nyc,2019-07-19,-73.9693,40.779,90.0,61.49,0.0,0.0,10.0,good
jrb,2019-07-19,-74.009,40.7012,92.0,57.93,16.1,0.0,10.0,bad
nyc,2019-07-19,-73.9693,40.779,90.0,59.26,5.75,0.0,10.0,good
jrb,2019-07-19,-74.009,40.7012,91.0,61.4,13.8,0.0,10.0,bad
nyc,2019-07-19,-73.9693,40.779,89.0,63.26,8.05,0.0,10.0,good
jrb,2019-07-19,-74.009,40.7012,89.0,65.18,9.2,0.0,10.0,good
jrb,2019-07-20,-74.009,40.7012,57.0,69.52,9.2,0.0,10.0,good
jrb,2019-07-20,-74.009,40.7012,57.0,69.52,8.05,0.0,10.0,good
jrb,2019-07-20,-74.009,40.7012,57.0,69.52,10.35,0.0,10.0,good
nyc,2019-07-20,-73.9693,40.779,89.0,63.26,5.75,0.0,10.0,good
jrb,2019-07-20,-74.009,40.7012,88.0,67.49,8.05,0.0,10.0,good
jrb,2019-07-20,-74.009,40.7012,57.0,69.52,5.75,0.0,10.0,good
jrb,2019-07-20,-74.009,40.7012,57.0,69.52,11.5,0.0,10.0,good
nyc,2019-07-20,-73.9693,40.779,88.0,65.49,8.05,0.0,10.0,good
jrb,2019-07-20,-74.009,40.7012,86.0,71.93,8.05,0.0,10.0,bad
nyc,2019-07-20,-73.9693,40.779,88.0,65.49,3.45,0.0,10.0,good
jrb,2019-07-20,-74.009,40.7012,85.0,74.51,5.75,0.0,10.0,bad
nyc,2019-07-20,-73.9693,40.779,86.0,69.8,3.45,0.0,10.0,good
jrb,2019-07-20,-74.009,40.7012,85.0,74.51,9.2,0.0,10.0,bad
jrb,2019-07-20,-74.009,40.7012,57.0,69.52,4.6,0.0,10.0,good
nyc,2019-07-20,-73.9693,40.779,86.0,69.8,5.75,0.0,10.0,good
jrb,2019-07-20,-74.009,40.7012,84.0,76.69,6.9,0.0,10.0,bad
jrb,2019-07-20,-74.009,40.7012,57.0,69.52,2.3,0.0,10.0,good
nyc,2019-07-20,-73.9693,40.779,84.0,71.73,3.45,0.0,10.0,bad
jrb,2019-07-20,-74.009,40.7012,84.0,76.69,5.75,0.0,10.0,bad
nyc,2019-07-20,-73.9693,40.779,84.0,71.73,4.6,0.0,10.0,bad
jrb,2019-07-20,-74.009,40.7012,83.0,79.47,4.6,0.0,10.0,bad
nyc,2019-07-20,-73.9693,40.779,83.0,72.11,3.45,0.0,10.0,bad
jrb,2019-07-20,-74.009,40.7012,82.0,84.87,5.75,0.0,10.0,bad
nyc,2019-07-20,-73.9693,40.779,83.0,74.33,3.45,0.0,10.0,bad
jrb,2019-07-20,-74.009,40.7012,57.0,69.52,0.0,0.0,10.0,good
jrb,2019-07-20,-74.009,40.7012,82.0,81.82,0.0,0.0,10.0,bad
nyc,2019-07-20,-73.9693,40.779,82.0,74.24,3.45,0.0,10.0,bad
jrb,2019-07-20,-74.009,40.7012,80.0,87.05,3.45,0.0,10.0,bad
nyc,2019-07-20,-73.9693,40.779,83.0,77.12,3.45,0.0,8.0,bad
nyc,2019-07-20,-73.9693,40.779,84.0,74.43,3.45,0.0,8.0,bad
jrb,2019-07-20,-74.009,40.7012,82.0,81.82,5.75,0.0,10.0,bad
nyc,2019-07-20,-73.9693,40.779,85.0,72.3,3.45,0.0,9.0,bad
jrb,2019-07-20,-74.009,40.7012,83.0,77.12,4.6,0.0,10.0,bad
jrb,2019-07-20,-74.009,40.7012,57.0,69.52,2.3,0.0,9.0,good
nyc,2019-07-20,-73.9693,40.779,87.0,63.02,5.75,0.0,10.0,good
jrb,2019-07-20,-74.009,40.7012,57.0,69.52,4.6,0.0,8.0,good
jrb,2019-07-20,-74.009,40.7012,88.0,67.49,3.45,0.0,8.0,good
jrb,2019-07-20,-74.009,40.7012,57.0,69.52,2.3,0.0,8.0,good
jrb,2019-07-20,-74.009,40.7012,57.0,69.52,8.05,0.0,9.0,good
jrb,2019-07-20,-74.009,40.7012,57.0,69.52,19.55,0.0,9.0,good
nyc,2019-07-20,-73.9693,40.779,89.0,60.97,4.6,0.0,10.0,good
jrb,2019-07-20,-74.009,40.7012,93.0,55.98,5.75,0.0,10.0,bad
jrb,2019-07-20,-74.009,40.7012,57.0,69.52,5.75,0.0,9.0,good
nyc,2019-07-20,-73.9693,40.779,91.0,57.43,6.9,0.0,10.0,bad
nyc,2019-07-20,-73.9693,40.779,94.0,50.91,3.45,0.0,10.0,bad
jrb,2019-07-20,-74.009,40.7012,94.0,54.44,9.2,0.0,10.0,bad
jrb,2019-07-20,-74.009,40.7012,57.0,69.52,12.65,0.0,10.0,good
nyc,2019-07-20,-73.9693,40.779,94.0,49.22,6.9,0.0,10.0,bad
jrb,2019-07-20,-74.009,40.7012,95.0,50.72,11.5,0.0,10.0,bad
nyc,2019-07-20,-73.9693,40.779,93.0,50.61,6.9,0.0,10.0,bad
jrb,2019-07-20,-74.009,40.7012,98.0,44.75,8.05,0.0,10.0,bad
nyc,2019-07-20,-73.9693,40.779,93.0,49.09,0.0,0.0,10.0,bad
jrb,2019-07-20,-74.009,40.7012,96.0,47.57,10.35,0.0,10.0,bad
nyc,2019-07-20,-73.9693,40.779,93.0,50.61,5.75,0.0,10.0,bad
jrb,2019-07-20,-74.009,40.7012,97.0,46.28,9.2,0.0,10.0,bad
nyc,2019-07-20,-73.9693,40.779,57.0,69.52,3.45,0.0,10.0,good
jrb,2019-07-20,-74.009,40.7012,96.0,45.99,10.35,0.0,10.0,bad
nyc,2019-07-20,-73.9693,40.779,92.0,48.93,5.75,0.0,10.0,bad
jrb,2019-07-20,-74.009,40.7012,93.0,52.35,12.65,0.0,10.0,bad
nyc,2019-07-20,-73.9693,40.779,92.0,50.8,3.45,0.0,10.0,bad
jrb,2019-07-20,-74.009,40.7012,92.0,54.17,6.9,0.0,10.0,bad
jrb,2019-07-21,-74.009,40.7012,57.0,69.52,9.2,0.0,10.0,good
jrb,2019-07-21,-74.009,40.7012,57.0,69.52,5.75,0.0,10.0,good
jrb,2019-07-21,-74.009,40.7012,57.0,69.52,8.05,0.0,10.0,good
jrb,2019-07-21,-74.009,40.7012,57.0,69.52,10.35,0.0,10.0,good
nyc,2019-07-21,-73.9693,40.779,91.0,53.87,0.0,0.0,10.0,bad
jrb,2019-07-21,-74.009,40.7012,90.0,61.49,10.35,0.0,10.0,good
nyc,2019-07-21,-73.9693,40.779,90.0,57.49,4.6,0.0,10.0,good
jrb,2019-07-21,-74.009,40.7012,88.0,65.49,8.05,0.0,10.0,good
nyc,2019-07-21,-73.9693,40.779,88.0,61.24,0.0,0.0,10.0,good
nyc,2019-07-21,-73.9693,40.779,88.0,63.12,3.45,0.0,10.0,good
jrb,2019-07-21,-74.009,40.7012,87.0,67.39,6.9,0.0,10.0,good
nyc,2019-07-21,-73.9693,40.779,87.0,64.95,5.75,0.0,10.0,good
jrb,2019-07-21,-74.009,40.7012,86.0,71.93,5.75,0.0,10.0,bad
jrb,2019-07-21,-74.009,40.7012,57.0,69.52,4.6,0.0,10.0,good
nyc,2019-07-21,-73.9693,40.779,86.0,67.27,4.6,0.0,10.0,good
jrb,2019-07-21,-74.009,40.7012,85.0,74.51,6.9,0.0,10.0,bad
nyc,2019-07-21,-73.9693,40.779,85.0,69.69,3.45,0.0,10.0,good
jrb,2019-07-21,-74.009,40.7012,57.0,69.52,2.3,0.0,10.0,good
jrb,2019-07-21,-74.009,40.7012,81.0,82.03,3.45,0.0,10.0,bad
jrb,2019-07-21,-74.009,40.7012,57.0,69.52,0.0,0.0,10.0,good
nyc,2019-07-21,-73.9693,40.779,84.0,69.59,4.6,0.0,10.0,good
jrb,2019-07-21,-74.009,40.7012,80.0,84.47,0.0,0.0,10.0,bad
nyc,2019-07-21,-73.9693,40.779,83.0,72.11,4.6,0.0,10.0,bad
nyc,2019-07-21,-73.9693,40.779,82.0,71.78,4.6,0.0,10.0,bad
jrb,2019-07-21,-74.009,40.7012,82.0,81.82,3.45,0.0,10.0,bad
nyc,2019-07-21,-73.9693,40.779,84.0,71.73,4.6,0.0,9.0,bad
jrb,2019-07-21,-74.009,40.7012,82.0,81.82,5.75,0.0,10.0,bad
nyc,2019-07-21,-73.9693,40.779,84.0,71.73,0.0,0.0,10.0,bad
jrb,2019-07-21,-74.009,40.7012,84.0,74.43,5.75,0.0,10.0,bad
nyc,2019-07-21,-73.9693,40.779,87.0,64.95,3.45,0.0,10.0,good
jrb,2019-07-21,-74.009,40.7012,86.0,69.8,9.2,0.0,10.0,good
nyc,2019-07-21,-73.9693,40.779,87.0,64.95,4.6,0.0,10.0,good
jrb,2019-07-21,-74.009,40.7012,90.0,63.36,8.05,0.0,10.0,good
nyc,2019-07-21,-73.9693,40.779,89.0,60.97,0.0,0.0,10.0,good
jrb,2019-07-21,-74.009,40.7012,92.0,59.7,5.75,0.0,10.0,bad
nyc,2019-07-21,-73.9693,40.779,92.0,55.84,10.35,0.0,10.0,bad
jrb,2019-07-21,-74.009,40.7012,95.0,52.62,4.6,0.0,10.0,bad
nyc,2019-07-21,-73.9693,40.779,94.0,50.91,3.45,0.0,10.0,bad
jrb,2019-07-21,-74.009,40.7012,94.0,56.1,6.9,0.0,10.0,bad
jrb,2019-07-21,-74.009,40.7012,57.0,69.52,12.65,0.0,10.0,good
jrb,2019-07-21,-74.009,40.7012,57.0,69.52,11.5,0.0,10.0,good
nyc,2019-07-21,-73.9693,40.779,94.0,54.44,6.9,0.0,10.0,bad
jrb,2019-07-21,-74.009,40.7012,96.0,50.87,9.2,0.0,10.0,bad
nyc,2019-07-21,-73.9693,40.779,92.0,61.92,0.0,0.0,10.0,bad
jrb,2019-07-21,-74.009,40.7012,97.0,49.49,9.2,0.0,10.0,bad
jrb,2019-07-21,-74.009,40.7012,57.0,69.52,12.65,0.01,10.0,good
jrb,2019-07-21,-74.009,40.7012,57.0,69.52,11.5,0.01,10.0,good
nyc,2019-07-21,-73.9693,40.779,93.0,57.69,0.0,0.0,10.0,bad
jrb,2019-07-21,-74.009,40.7012,96.0,50.87,11.5,0.01,10.0,bad
nyc,2019-07-21,-73.9693,40.779,92.0,55.84,0.0,0.0,10.0,bad
jrb,2019-07-21,-74.009,40.7012,97.0,46.28,8.05,0.0,10.0,bad
nyc,2019-07-21,-73.9693,40.779,93.0,49.09,9.2,0.0,10.0,bad
jrb,2019-07-21,-74.009,40.7012,98.0,44.75,10.35,0.0,10.0,bad
jrb,2019-07-21,-74.009,40.7012,95.0,52.98,6.9,0.0,10.0,bad
nyc,2019-07-21,-73.9693,40.779,92.0,54.17,5.75,0.0,10.0,bad
jrb,2019-07-21,-74.009,40.7012,94.0,52.47,3.45,0.0,10.0,bad
jrb,2019-07-21,-74.009,40.7012,92.0,57.93,9.2,0.0,10.0,bad
jrb,2019-07-22,-74.009,40.7012,57.0,69.52,10.35,0.0,10.0,good
jrb,2019-07-22,-74.009,40.7012,91.4,59.24,12.65,0.0,10.0,bad
jrb,2019-07-22,-74.009,40.7012,57.0,69.52,8.05,0.0,10.0,good
jrb,2019-07-22,-74.009,40.7012,57.0,69.52,0.0,0.0,10.0,good
jrb,2019-07-22,-74.009,40.7012,57.0,69.52,2.3,0.0,10.0,good
jrb,2019-07-22,-74.009,40.7012,57.0,69.52,5.75,0.0,10.0,good
jrb,2019-07-22,-74.009,40.7012,57.0,69.52,4.6,0.0,10.0,good
nyc,2019-07-22,-73.9693,40.779,87.0,59.09,5.75,0.0,10.0,good
jrb,2019-07-22,-74.009,40.7012,89.0,55.46,0.0,0.0,10.0,good
nyc,2019-07-22,-73.9693,40.779,86.0,57.16,3.45,0.0,10.0,good
jrb,2019-07-22,-74.009,40.7012,88.0,53.64,3.45,0.0,10.0,good
jrb,2019-07-22,-74.009,40.7012,87.8,55.29,0.0,0.0,10.0,good
jrb,2019-07-22,-74.009,40.7012,86.0,58.55,0.0,0.0,10.0,good
nyc,2019-07-22,-73.9693,40.779,86.0,55.04,3.45,0.0,10.0,good
jrb,2019-07-22,-74.009,40.7012,86.0,58.95,0.0,0.0,10.0,good
jrb,2019-07-22,-74.009,40.7012,57.0,69.52,12.65,0.0,10.0,good
jrb,2019-07-22,-74.009,40.7012,57.0,69.52,16.1,0.0,10.0,good
jrb,2019-07-22,-74.009,40.7012,57.0,69.52,9.2,0.0,10.0,good
nyc,2019-07-22,-73.9693,40.779,83.0,63.16,3.45,,10.0,bad
jrb,2019-07-22,-74.009,40.7012,80.0,78.99,0.0,,10.0,bad
nyc,2019-07-22,-73.9693,40.779,82.0,67.06,4.6,,10.0,bad
jrb,2019-07-22,-74.009,40.7012,79.0,81.89,6.9,0.0,10.0,bad
nyc,2019-07-22,-73.9693,40.779,81.0,71.92,3.45,0.0,10.0,bad
nyc,2019-07-22,-73.9693,40.779,80.0,74.07,0.0,,10.0,bad
jrb,2019-07-22,-74.009,40.7012,80.0,76.36,6.9,0.0,10.0,bad
nyc,2019-07-22,-73.9693,40.779,80.0,69.18,0.0,0.0,10.0,good
jrb,2019-07-22,-74.009,40.7012,81.0,71.92,0.0,0.0,10.0,bad
nyc,2019-07-22,-73.9693,40.779,80.0,64.14,0.0,0.0,10.0,good
jrb,2019-07-22,-74.009,40.7012,80.0,71.35,0.0,0.0,10.0,bad
nyc,2019-07-22,-73.9693,40.779,79.0,66.49,0.0,0.0,10.0,good
jrb,2019-07-22,-74.009,40.7012,80.0,69.18,0.0,0.0,10.0,good
nyc,2019-07-22,-73.9693,40.779,79.0,71.72,4.6,0.0,10.0,bad
jrb,2019-07-22,-74.009,40.7012,79.0,81.89,0.0,0.0,10.0,bad
jrb,2019-07-22,-74.009,40.7012,57.0,69.52,10.35,0.01,10.0,good
jrb,2019-07-22,-74.009,40.7012,57.0,69.52,4.6,0.01,10.0,good
jrb,2019-07-22,-74.009,40.7012,57.0,69.52,0.0,0.01,10.0,good
jrb,2019-07-22,-74.009,40.7012,57.0,69.52,5.75,0.01,10.0,good
jrb,2019-07-22,-74.009,40.7012,57.0,69.52,8.05,0.01,10.0,good
nyc,2019-07-22,-73.9693,40.779,80.0,69.18,4.6,0.0,10.0,good
jrb,2019-07-22,-74.009,40.7012,57.0,69.52,8.05,0.02,10.0,bad
jrb,2019-07-22,-74.009,40.7012,81.0,69.28,8.05,0.02,10.0,bad
nyc,2019-07-22,-73.9693,40.779,81.0,69.28,3.45,0.0,10.0,good
jrb,2019-07-22,-74.009,40.7012,82.0,71.78,3.45,0.0,10.0,bad
nyc,2019-07-22,-73.9693,40.779,81.0,71.92,0.0,0.0,10.0,bad
jrb,2019-07-22,-74.009,40.7012,84.0,65.26,5.75,0.0,10.0,good
jrb,2019-07-22,-74.009,40.7012,57.0,69.52,11.5,0.0,10.0,good
jrb,2019-07-22,-74.009,40.7012,57.0,69.52,5.75,0.0,9.0,good
nyc,2019-07-22,-73.9693,40.779,82.0,69.62,0.0,0.0,10.0,good
jrb,2019-07-22,-74.009,40.7012,85.0,65.36,8.05,0.0,9.0,good
nyc,2019-07-22,-73.9693,40.779,57.0,69.52,0.0,0.0,10.0,good
jrb,2019-07-22,-74.009,40.7012,88.0,59.21,6.9,0.0,10.0,good
jrb,2019-07-22,-74.009,40.7012,57.0,69.52,2.3,0.0,9.0,good
nyc,2019-07-22,-73.9693,40.779,87.0,59.09,4.6,0.0,10.0,good
jrb,2019-07-22,-74.009,40.7012,89.0,59.15,6.9,0.0,10.0,good
jrb,2019-07-22,-74.009,40.7012,57.0,69.52,5.75,0.0,8.0,good
nyc,2019-07-22,-73.9693,40.779,87.0,60.92,0.0,0.0,10.0,good
jrb,2019-07-22,-74.009,40.7012,89.0,57.18,8.05,0.0,10.0,good
nyc,2019-07-22,-73.9693,40.779,88.0,61.24,8.05,0.0,10.0,good
jrb,2019-07-22,-74.009,40.7012,88.0,63.12,5.75,0.0,10.0,good
jrb,2019-07-22,-74.009,40.7012,57.0,69.52,9.2,0.0,9.0,good
jrb,2019-07-22,-74.009,40.7012,57.0,69.52,9.2,0.01,4.0,good
nyc,2019-07-22,-73.9693,40.779,82.4,74.28,0.0,0.01,2.5,bad
jrb,2019-07-22,-74.009,40.7012,57.0,69.52,4.6,0.04,2.5,bad
jrb,2019-07-22,-74.009,40.7012,82.4,78.9,3.45,0.04,2.5,bad
nyc,2019-07-22,-73.9693,40.779,81.0,79.06,0.0,0.02,1.5,bad
jrb,2019-07-22,-74.009,40.7012,57.0,69.52,5.75,0.04,4.0,bad
jrb,2019-07-22,-74.009,40.7012,82.0,81.82,4.6,0.04,7.0,bad
nyc,2019-07-22,-73.9693,40.779,78.0,92.97,6.9,0.14,0.25,bad
jrb,2019-07-22,-74.009,40.7012,84.2,79.04,4.6,0.0,10.0,bad
nyc,2019-07-22,-73.9693,40.779,79.0,97.08,3.45,0.37,2.5,bad
nyc,2019-07-22,-73.9693,40.779,80.0,93.64,0.0,0.37,4.0,bad
jrb,2019-07-22,-74.009,40.7012,86.0,70.27,6.9,0.0,10.0,bad
nyc,2019-07-22,-73.9693,40.779,82.0,90.66,3.45,0.37,7.0,bad
jrb,2019-07-22,-74.009,40.7012,86.0,71.93,4.6,0.0,10.0,bad
jrb,2019-07-22,-74.009,40.7012,84.2,74.44,6.9,0.0,10.0,bad
nyc,2019-07-22,-73.9693,40.779,75.0,87.68,10.35,,10.0,bad
jrb,2019-07-22,-74.009,40.7012,57.0,69.52,23.0,0.07,2.5,bad
jrb,2019-07-22,-74.009,40.7012,80.6,78.76,24.15,0.08,2.0,bad
jrb,2019-07-22,-74.009,40.7012,57.0,69.52,19.55,0.08,2.0,bad
jrb,2019-07-22,-74.009,40.7012,78.8,83.55,9.2,0.08,3.0,bad
jrb,2019-07-22,-74.009,40.7012,57.0,69.52,4.6,0.08,5.0,bad
jrb,2019-07-22,-74.009,40.7012,78.0,86.95,5.75,0.08,8.0,bad
nyc,2019-07-22,-73.9693,40.779,74.0,93.79,13.8,,1.0,bad
nyc,2019-07-22,-73.9693,40.779,74.0,93.79,0.0,0.18,0.5,bad
nyc,2019-07-22,-73.9693,40.779,74.0,97.02,3.45,0.21,1.5,bad
nyc,2019-07-22,-73.9693,40.779,74.0,93.79,6.9,0.22,1.25,bad
jrb,2019-07-22,-74.009,40.7012,77.0,88.67,0.0,,10.0,bad
jrb,2019-07-22,-74.009,40.7012,57.0,69.52,0.0,0.0,8.0,good
jrb,2019-07-22,-74.009,40.7012,57.0,69.52,0.0,0.03,3.5,bad
nyc,2019-07-22,-73.9693,40.779,73.0,96.68,6.9,0.28,1.75,bad
jrb,2019-07-22,-74.009,40.7012,75.2,94.14,3.45,0.08,1.5,bad
jrb,2019-07-22,-74.009,40.7012,57.0,69.52,4.6,0.11,1.25,bad
jrb,2019-07-22,-74.009,40.7012,75.2,94.14,11.5,0.16,1.0,bad
nyc,2019-07-22,-73.9693,40.779,73.0,96.68,9.2,0.35,1.0,bad
jrb,2019-07-22,-74.009,40.7012,57.0,69.52,11.5,0.21,0.75,bad
nyc,2019-07-22,-73.9693,40.779,73.0,96.68,5.75,0.36,1.0,bad
jrb,2019-07-22,-74.009,40.7012,75.2,94.14,5.75,0.24,0.75,bad
jrb,2019-07-22,-74.009,40.7012,57.0,69.52,5.75,0.25,0.75,bad
jrb,2019-07-22,-74.009,40.7012,57.0,69.52,4.6,0.38,1.0,bad
jrb,2019-07-22,-74.009,40.7012,75.2,94.14,4.6,0.39,1.25,bad
jrb,2019-07-22,-74.009,40.7012,57.0,69.52,4.6,0.47,1.0,bad
jrb,2019-07-22,-74.009,40.7012,75.2,94.14,5.75,0.49,1.25,bad
nyc,2019-07-22,-73.9693,40.779,73.0,96.68,3.45,0.42,1.25,bad
jrb,2019-07-22,-74.009,40.7012,57.0,69.52,4.6,0.57,1.0,bad
jrb,2019-07-22,-74.009,40.7012,75.0,93.51,6.9,0.6,1.0,bad
jrb,2019-07-22,-74.009,40.7012,75.2,94.14,8.05,0.08,1.0,bad
jrb,2019-07-22,-74.009,40.7012,57.0,69.52,5.75,0.12,1.0,bad
nyc,2019-07-22,-73.9693,40.779,73.0,96.68,8.05,0.17,0.5,bad
jrb,2019-07-22,-74.009,40.7012,57.0,69.52,5.75,0.25,1.0,bad
jrb,2019-07-22,-74.009,40.7012,57.0,69.52,2.3,0.37,1.0,bad
jrb,2019-07-22,-74.009,40.7012,57.0,69.52,2.3,0.46,1.0,bad
jrb,2019-07-22,-74.009,40.7012,73.4,94.1,0.0,0.48,1.25,bad
jrb,2019-07-22,-74.009,40.7012,57.0,69.52,4.6,0.48,1.5,bad
jrb,2019-07-22,-74.009,40.7012,57.0,69.52,5.75,0.5,2.5,bad
jrb,2019-07-22,-74.009,40.7012,73.4,100.0,10.35,0.51,2.5,bad
jrb,2019-07-22,-74.009,40.7012,57.0,69.52,11.5,0.51,2.5,bad
nyc,2019-07-22,-73.9693,40.779,73.0,93.77,4.6,0.74,2.0,bad
nyc,2019-07-22,-73.9693,40.779,73.0,96.68,5.75,0.75,3.0,bad
jrb,2019-07-22,-74.009,40.7012,57.0,69.52,8.05,0.52,4.0,bad
jrb,2019-07-22,-74.009,40.7012,73.4,100.0,5.75,0.52,6.0,bad
jrb,2019-07-22,-74.009,40.7012,57.0,69.52,9.2,0.52,7.0,bad
jrb,2019-07-22,-74.009,40.7012,57.0,69.52,2.3,0.53,7.0,bad
jrb,2019-07-22,-74.009,40.7012,57.0,69.52,2.3,0.54,7.0,bad
nyc,2019-07-22,-73.9693,40.779,73.0,96.68,3.45,0.76,6.0,bad
jrb,2019-07-22,-74.009,40.7012,57.0,69.52,5.75,0.54,10.0,bad
jrb,2019-07-22,-74.009,40.7012,74.0,93.79,4.6,0.54,10.0,bad
jrb,2019-07-23,-74.009,40.7012,57.0,69.52,5.75,0.01,10.0,good
jrb,2019-07-23,-74.009,40.7012,73.4,94.1,4.6,0.01,10.0,bad
jrb,2019-07-23,-74.009,40.7012,57.0,69.52,4.6,0.01,10.0,good
jrb,2019-07-23,-74.009,40.7012,57.0,69.52,2.3,0.01,10.0,good
jrb,2019-07-23,-74.009,40.7012,57.0,69.52,0.0,0.01,10.0,good
nyc,2019-07-23,-73.9693,40.779,73.0,96.68,0.0,0.05,10.0,bad
jrb,2019-07-23,-74.009,40.7012,74.0,93.79,3.45,0.01,10.0,bad
jrb,2019-07-23,-74.009,40.7012,57.0,69.52,4.6,0.0,10.0,good
jrb,2019-07-23,-74.009,40.7012,57.0,69.52,5.75,0.0,10.0,good
jrb,2019-07-23,-74.009,40.7012,57.0,69.52,0.0,0.0,10.0,good
nyc,2019-07-23,-73.9693,40.779,74.0,93.79,4.6,,7.0,bad
jrb,2019-07-23,-74.009,40.7012,57.0,69.52,2.3,0.0,10.0,good
jrb,2019-07-23,-74.009,40.7012,73.4,94.1,3.45,0.0,10.0,bad
nyc,2019-07-23,-73.9693,40.779,73.0,96.68,0.0,,8.0,bad
jrb,2019-07-23,-74.009,40.7012,74.0,93.79,3.45,0.0,10.0,bad
jrb,2019-07-23,-74.009,40.7012,73.4,100.0,3.45,0.0,10.0,bad
jrb,2019-07-23,-74.009,40.7012,73.4,100.0,4.6,0.0,10.0,bad
nyc,2019-07-23,-73.9693,40.779,74.0,93.79,3.45,0.0,8.0,bad
jrb,2019-07-23,-74.009,40.7012,74.0,97.02,4.6,0.0,10.0,bad
nyc,2019-07-23,-73.9693,40.779,74.0,93.79,0.0,0.0,8.0,bad
jrb,2019-07-23,-74.009,40.7012,73.4,100.0,6.9,0.0,10.0,bad
jrb,2019-07-23,-74.009,40.7012,75.2,94.14,8.05,,10.0,bad
jrb,2019-07-23,-74.009,40.7012,57.0,69.52,8.05,0.0,10.0,good
nyc,2019-07-23,-73.9693,40.779,74.0,93.79,4.6,,9.0,bad
jrb,2019-07-23,-74.009,40.7012,75.0,93.51,8.05,,10.0,bad
nyc,2019-07-23,-73.9693,40.779,74.0,93.79,6.9,,7.0,bad
jrb,2019-07-23,-74.009,40.7012,57.0,69.52,5.75,0.02,10.0,bad
jrb,2019-07-23,-74.009,40.7012,57.0,69.52,4.6,0.03,10.0,bad
jrb,2019-07-23,-74.009,40.7012,57.0,69.52,5.75,0.03,10.0,bad
jrb,2019-07-23,-74.009,40.7012,57.0,69.52,4.6,0.04,10.0,bad
jrb,2019-07-23,-74.009,40.7012,57.0,69.52,2.3,0.04,10.0,bad
nyc,2019-07-23,-73.9693,40.779,74.0,93.79,0.0,0.03,4.0,bad
jrb,2019-07-23,-74.009,40.7012,74.0,97.02,4.6,0.04,10.0,bad
nyc,2019-07-23,-73.9693,40.779,74.0,93.79,3.45,0.01,7.0,bad
nyc,2019-07-23,-73.9693,40.779,74.0,93.79,4.6,0.01,5.0,bad
jrb,2019-07-23,-74.009,40.7012,74.0,97.02,6.9,,10.0,bad
nyc,2019-07-23,-73.9693,40.779,73.0,96.68,4.6,0.01,5.0,bad
