station,date,lon,lat,tmpf,relh,sped,p01i,vsby
jrb,10/18/2019,-74.009,40.7012,57,69.52,12.65,0,10
jrb,10/18/2019,-74.009,40.7012,57,69.52,8.05,0,10
nyc,10/18/2019,-73.9693,40.779,55,54.7,10.35,0,10
jrb,10/18/2019,-74.009,40.7012,56,64.47,8.05,0,10
nyc,10/18/2019,-73.9693,40.779,54,58.76,9.2,0,10
jrb,10/18/2019,-74.009,40.7012,57,59.4,8.05,0,10
jrb,10/18/2019,-74.009,40.7012,57,69.52,0,0,10
nyc,10/18/2019,-73.9693,40.779,54,58.76,11.5,0,10
jrb,10/18/2019,-74.009,40.7012,56,61.81,4.6,0,10
nyc,10/18/2019,-73.9693,40.779,53,58.64,13.8,0,10
nyc,10/18/2019,-73.9693,40.779,53,58.64,12.65,0,10
jrb,10/18/2019,-74.009,40.7012,55,61.69,5.75,0,10
nyc,10/18/2019,-73.9693,40.779,51.8,61.99,9.2,0,10
jrb,10/18/2019,-74.009,40.7012,55,61.69,3.45,0,10
nyc,10/18/2019,-73.9693,40.779,51.8,61.99,11.5,0,10
jrb,10/18/2019,-74.009,40.7012,54,61.32,4.6,0,10
jrb,10/18/2019,-74.009,40.7012,54,61.32,3.45,0,10
nyc,10/18/2019,-73.9693,40.779,51.8,57.77,10.35,0,10
jrb,10/18/2019,-74.009,40.7012,53,63.38,5.75,0,10
nyc,10/18/2019,-73.9693,40.779,51,60.46,11.5,0,10
jrb,10/18/2019,-74.009,40.7012,57,69.52,2.3,0.01,10
jrb,10/18/2019,-74.009,40.7012,57,69.52,0,0.01,10
nyc,10/18/2019,-73.9693,40.779,50,65.75,8.05,0,10
jrb,10/18/2019,-74.009,40.7012,52,66,0,0.01,10
nyc,10/18/2019,-73.9693,40.779,51,63.12,0,0,10
jrb,10/18/2019,-74.009,40.7012,54,63.98,6.9,0,10
nyc,10/18/2019,-73.9693,40.779,51,60.46,10.35,0,10
jrb,10/18/2019,-74.009,40.7012,54,63.98,3.45,0,10
nyc,10/18/2019,-73.9693,40.779,52,58.48,16.1,0,10
jrb,10/18/2019,-74.009,40.7012,56,59.71,5.75,0,10
nyc,10/18/2019,-73.9693,40.779,54,54.34,8.05,0,10
jrb,10/18/2019,-74.009,40.7012,58,55.55,4.6,0,10
nyc,10/18/2019,-73.9693,40.779,56,50.71,14.95,0,10
jrb,10/18/2019,-74.009,40.7012,60,51.35,8.05,0,10
jrb,10/18/2019,-74.009,40.7012,57,69.52,10.35,0,10
jrb,10/18/2019,-74.009,40.7012,57,69.52,11.5,0,10
nyc,10/18/2019,-73.9693,40.779,57,48.73,12.65,0,10
jrb,10/18/2019,-74.009,40.7012,61,49.73,6.9,0,10
nyc,10/18/2019,-73.9693,40.779,58,45.54,11.5,0,10
jrb,10/18/2019,-74.009,40.7012,61,49.73,0,0,10
nyc,10/18/2019,-73.9693,40.779,57,47.04,0,0,10
jrb,10/18/2019,-74.009,40.7012,62,47.83,0,0,10
nyc,10/18/2019,-73.9693,40.779,55,48.62,9.2,0,10
jrb,10/18/2019,-74.009,40.7012,61,47.66,10.35,0,10
nyc,10/18/2019,-73.9693,40.779,54,52.45,8.05,0,10
jrb,10/18/2019,-74.009,40.7012,60,47.15,8.05,0,10
nyc,10/18/2019,-73.9693,40.779,52,54.26,6.9,0,10
jrb,10/18/2019,-74.009,40.7012,56,52.94,0,0,10
nyc,10/18/2019,-73.9693,40.779,51,56.1,4.6,0,10
jrb,10/18/2019,-74.009,40.7012,54,54.34,5.75,0,10
nyc,10/18/2019,-73.9693,40.779,50,58.44,0,0,10
jrb,10/18/2019,-74.009,40.7012,53,58.64,3.45,0,10
jrb,10/19/2019,-74.009,40.7012,57,69.52,2.3,0,10
jrb,10/19/2019,-74.009,40.7012,57,69.52,4.6,0,10
jrb,10/19/2019,-74.009,40.7012,57,69.52,5.75,0,10
jrb,10/19/2019,-74.009,40.7012,57,69.52,11.5,0,10
jrb,10/19/2019,-74.009,40.7012,57,69.52,0,0,10
nyc,10/19/2019,-73.9693,40.779,50,58.44,0,0,10
jrb,10/19/2019,-74.009,40.7012,52,58.48,5.75,0,10
nyc,10/19/2019,-73.9693,40.779,49,60.88,8.05,0,10
jrb,10/19/2019,-74.009,40.7012,51,60.46,3.45,0,10
nyc,10/19/2019,-73.9693,40.779,48,62.97,8.05,0,10
jrb,10/19/2019,-74.009,40.7012,51,60.46,6.9,0,10
nyc,10/19/2019,-73.9693,40.779,47,63.33,3.45,0,10
jrb,10/19/2019,-74.009,40.7012,50,62.98,5.75,0,10
nyc,10/19/2019,-73.9693,40.779,47,63.33,0,0,10
jrb,10/19/2019,-74.009,40.7012,49,65.62,3.45,0,10
jrb,10/19/2019,-74.009,40.7012,57,69.52,8.05,0,10
nyc,10/19/2019,-73.9693,40.779,46,62.71,0,0,10
jrb,10/19/2019,-74.009,40.7012,49,65.62,4.6,0,10
jrb,10/19/2019,-74.009,40.7012,49,65.62,0,0,10
jrb,10/19/2019,-74.009,40.7012,49,68.51,6.9,0,10
jrb,10/19/2019,-74.009,40.7012,57,69.52,9.2,0,10
nyc,10/19/2019,-73.9693,40.779,45,65.13,0,0,10
jrb,10/19/2019,-74.009,40.7012,49,68.51,5.75,0,10
nyc,10/19/2019,-73.9693,40.779,44,70.43,0,0,10
jrb,10/19/2019,-74.009,40.7012,49,65.62,5.75,0,10
nyc,10/19/2019,-73.9693,40.779,44,67.41,0,0,10
jrb,10/19/2019,-74.009,40.7012,48,65.51,5.75,0,10
jrb,10/19/2019,-74.009,40.7012,48,67.87,6.9,0,10
jrb,10/19/2019,-74.009,40.7012,50,65.75,8.05,0,10
nyc,10/19/2019,-73.9693,40.779,48,60.76,4.6,0,10
jrb,10/19/2019,-74.009,40.7012,52,61.06,5.75,0,10
nyc,10/19/2019,-73.9693,40.779,51,56.1,0,0,10
jrb,10/19/2019,-74.009,40.7012,54,63.98,5.75,0,10
nyc,10/19/2019,-73.9693,40.779,54,48.65,4.6,0,10
jrb,10/19/2019,-74.009,40.7012,55,56.66,4.6,0,10
nyc,10/19/2019,-73.9693,40.779,57,45.22,4.6,0,10
jrb,10/19/2019,-74.009,40.7012,59,55.28,6.9,0,10
nyc,10/19/2019,-73.9693,40.779,58,42.24,5.75,0,10
jrb,10/19/2019,-74.009,40.7012,61,49.73,5.75,0,10
nyc,10/19/2019,-73.9693,40.779,59,40.61,4.6,0,10
jrb,10/19/2019,-74.009,40.7012,62,47.83,6.9,0,10
nyc,10/19/2019,-73.9693,40.779,60,42.09,6.9,0,10
jrb,10/19/2019,-74.009,40.7012,63,44.41,6.9,0,10
nyc,10/19/2019,-73.9693,40.779,60,42.09,5.75,0,10
jrb,10/19/2019,-74.009,40.7012,65,39.82,8.05,0,10
nyc,10/19/2019,-73.9693,40.779,58,43.78,0,0,10
jrb,10/19/2019,-74.009,40.7012,60,55.44,5.75,0,10
nyc,10/19/2019,-73.9693,40.779,56,57.23,0,0,10
jrb,10/19/2019,-74.009,40.7012,58,62.07,5.75,0,10
nyc,10/19/2019,-73.9693,40.779,55,66.61,0,0,10
jrb,10/19/2019,-74.009,40.7012,58,62.07,0,0,10
jrb,10/20/2019,-74.009,40.7012,57,69.52,0,0,10
jrb,10/20/2019,-74.009,40.7012,57,69.52,4.6,0,10
jrb,10/20/2019,-74.009,40.7012,57,69.52,5.75,0,10
nyc,10/20/2019,-73.9693,40.779,55,61.69,4.6,0,10
jrb,10/20/2019,-74.009,40.7012,58,59.98,6.9,0,10
jrb,10/20/2019,-74.009,40.7012,57,69.52,8.05,0,10
nyc,10/20/2019,-73.9693,40.779,57,45.22,3.45,0,10
jrb,10/20/2019,-74.009,40.7012,58,55.55,9.2,0,10
jrb,10/20/2019,-74.009,40.7012,57,69.52,2.3,0,10
nyc,10/20/2019,-73.9693,40.779,54,52.45,0,0,10
jrb,10/20/2019,-74.009,40.7012,57,57.38,4.6,0,10
nyc,10/20/2019,-73.9693,40.779,55,50.58,4.6,0,10
jrb,10/20/2019,-74.009,40.7012,57,61.95,0,0,10
nyc,10/20/2019,-73.9693,40.779,55,54.7,4.6,0,10
jrb,10/20/2019,-74.009,40.7012,56,66.72,6.9,0,10
nyc,10/20/2019,-73.9693,40.779,53,63.38,3.45,0,10
jrb,10/20/2019,-74.009,40.7012,57,69.52,9.2,0,10
jrb,10/20/2019,-74.009,40.7012,55,68.93,9.2,0,10
jrb,10/20/2019,-74.009,40.7012,57,69.52,10.35,0,10
nyc,10/20/2019,-73.9693,40.779,52,66,0,0,10
jrb,10/20/2019,-74.009,40.7012,54,71.5,0,0,10
nyc,10/20/2019,-73.9693,40.779,52,68.86,0,0,10
jrb,10/20/2019,-74.009,40.7012,55,66.61,3.45,0,10
nyc,10/20/2019,-73.9693,40.779,51,73.69,3.45,0,10
jrb,10/20/2019,-74.009,40.7012,55,66.61,0,0,10
nyc,10/20/2019,-73.9693,40.779,50,80.06,3.45,0,10
jrb,10/20/2019,-74.009,40.7012,55,74.08,5.75,0,10
nyc,10/20/2019,-73.9693,40.779,50,80.06,0,0,10
jrb,10/20/2019,-74.009,40.7012,54,74.26,8.05,0,10
jrb,10/20/2019,-74.009,40.7012,55.4,71.64,6.9,0,10
nyc,10/20/2019,-73.9693,40.779,51,85.48,3.45,0,7
jrb,10/20/2019,-74.009,40.7012,55,74.08,8.05,0,10
jrb,10/20/2019,-74.009,40.7012,55.4,76.66,8.05,0,10
jrb,10/20/2019,-74.009,40.7012,55.4,76.66,5.75,0,10
nyc,10/20/2019,-73.9693,40.779,54,80.07,3.45,0,9
jrb,10/20/2019,-74.009,40.7012,57,74.27,4.6,0,10
jrb,10/20/2019,-74.009,40.7012,57.2,71.83,4.6,0,10
nyc,10/20/2019,-73.9693,40.779,56,71.69,3.45,0,10
jrb,10/20/2019,-74.009,40.7012,58,74.91,5.75,0,10
jrb,10/20/2019,-74.009,40.7012,59,76.98,6.9,0,10
nyc,10/20/2019,-73.9693,40.779,57,71.81,0,0,10
jrb,10/20/2019,-74.009,40.7012,59,75.02,9.2,0,10
jrb,10/20/2019,-74.009,40.7012,59,76.98,9.2,0,10
nyc,10/20/2019,-73.9693,40.779,58,74.91,0,0,10
jrb,10/20/2019,-74.009,40.7012,60,72.13,6.9,0,10
jrb,10/20/2019,-74.009,40.7012,60.8,72.2,5.75,0,10
nyc,10/20/2019,-73.9693,40.779,58,78.03,4.6,t,8
jrb,10/20/2019,-74.009,40.7012,60,77.65,5.75,0,10
jrb,10/20/2019,-74.009,40.7012,57,69.52,0,0.01,10
nyc,10/20/2019,-73.9693,40.779,56,90.29,3.45,0.03,4
jrb,10/20/2019,-74.009,40.7012,60,85.99,0,0.01,10
jrb,10/20/2019,-74.009,40.7012,59,87.83,0,0.01,10
jrb,10/20/2019,-74.009,40.7012,57,69.52,0,0.02,10
jrb,10/20/2019,-74.009,40.7012,57,69.52,4.6,0.02,10
jrb,10/20/2019,-74.009,40.7012,57,69.52,2.3,0.02,10
jrb,10/20/2019,-74.009,40.7012,59,87.83,0,0.02,10
nyc,10/20/2019,-73.9693,40.779,57,93.01,4.6,0.04,2.5
jrb,10/20/2019,-74.009,40.7012,57,69.52,0,0.03,10
jrb,10/20/2019,-74.009,40.7012,57,69.52,2.3,0.03,10
nyc,10/20/2019,-73.9693,40.779,57.2,93.69,5.75,0.05,2
jrb,10/20/2019,-74.009,40.7012,57,69.52,4.6,0.03,10
nyc,10/20/2019,-73.9693,40.779,56,93.32,4.6,0.05,3
jrb,10/20/2019,-74.009,40.7012,57,69.52,5.75,0.04,10
jrb,10/20/2019,-74.009,40.7012,59,89.44,4.6,0.04,10
jrb,10/20/2019,-74.009,40.7012,57,69.52,2.3,0.01,10
jrb,10/20/2019,-74.009,40.7012,59,87.83,3.45,0.01,10
nyc,10/20/2019,-73.9693,40.779,57,93.01,3.45,0.02,2.5
jrb,10/20/2019,-74.009,40.7012,57,69.52,5.75,0.01,10
nyc,10/20/2019,-73.9693,40.779,56,96.78,3.45,0.05,0.75
jrb,10/20/2019,-74.009,40.7012,59,87.83,6.9,0.01,10
jrb,10/20/2019,-74.009,40.7012,57,69.52,8.05,0.01,10
nyc,10/20/2019,-73.9693,40.779,56,96.78,5.75,0.14,0.5
jrb,10/20/2019,-74.009,40.7012,57,69.52,9.2,0.01,10
nyc,10/20/2019,-73.9693,40.779,55.4,100,6.9,0.21,1
nyc,10/20/2019,-73.9693,40.779,56,96.78,4.6,0.22,1.25
jrb,10/20/2019,-74.009,40.7012,59,87.83,9.2,0.01,10
jrb,10/20/2019,-74.009,40.7012,59,89.44,8.05,0.01,10
nyc,10/20/2019,-73.9693,40.779,56,96.78,8.05,0.02,1.75
jrb,10/20/2019,-74.009,40.7012,57.2,93.69,8.05,0,10
nyc,10/20/2019,-73.9693,40.779,56,96.78,5.75,0.04,1.5
jrb,10/20/2019,-74.009,40.7012,57.2,93.69,9.2,0,10
nyc,10/20/2019,-73.9693,40.779,56,96.78,5.75,0.07,2.5
jrb,10/20/2019,-74.009,40.7012,57,69.52,11.5,0,10
nyc,10/20/2019,-73.9693,40.779,55.4,93.65,10.35,0.09,2.5
nyc,10/20/2019,-73.9693,40.779,55.4,93.65,9.2,0.09,2.5
nyc,10/20/2019,-73.9693,40.779,56,93.32,8.05,0.09,3
jrb,10/20/2019,-74.009,40.7012,57,69.52,12.65,0,10
jrb,10/20/2019,-74.009,40.7012,58,93.04,12.65,0,10
jrb,10/20/2019,-74.009,40.7012,57.2,93.69,11.5,0,10
nyc,10/20/2019,-73.9693,40.779,56,93.32,10.35,0.02,2.5
nyc,10/20/2019,-73.9693,40.779,55,96.42,5.75,0.03,3
nyc,10/20/2019,-73.9693,40.779,55,93.29,11.5,0.05,2.5
jrb,10/20/2019,-74.009,40.7012,57.2,87.74,10.35,0,10
nyc,10/20/2019,-73.9693,40.779,54,96.76,9.2,0.06,3
nyc,10/20/2019,-73.9693,40.779,54,92.92,3.45,0.07,4
jrb,10/20/2019,-74.009,40.7012,57,89.68,10.35,0,10
nyc,10/20/2019,-73.9693,40.779,54,96.76,4.6,0.01,4
jrb,10/20/2019,-74.009,40.7012,57,69.52,14.95,0,10
jrb,10/20/2019,-74.009,40.7012,57.2,87.74,14.95,0,10
jrb,10/20/2019,-74.009,40.7012,55.4,93.65,13.8,0,10
nyc,10/20/2019,-73.9693,40.779,54,92.92,6.9,0.04,5
nyc,10/20/2019,-73.9693,40.779,53,96.03,9.2,0.05,7
jrb,10/20/2019,-74.009,40.7012,55,89.59,12.65,0,10
nyc,10/20/2019,-73.9693,40.779,53,96.03,5.75,0.01,9
nyc,10/20/2019,-73.9693,40.779,53.6,93.6,4.6,0.01,6
nyc,10/20/2019,-73.9693,40.779,53,96.03,6.9,0.01,7
jrb,10/20/2019,-74.009,40.7012,54,92.92,11.5,0,10
jrb,10/21/2019,-74.009,40.7012,57,69.52,12.65,0,10
nyc,10/21/2019,-73.9693,40.779,53,92.89,4.6,0,8
jrb,10/21/2019,-74.009,40.7012,57,69.52,11.5,0,10
nyc,10/21/2019,-73.9693,40.779,53,92.89,3.45,0,7
jrb,10/21/2019,-74.009,40.7012,53.6,93.6,10.35,0,10
jrb,10/21/2019,-74.009,40.7012,53.6,93.6,11.5,0,10
jrb,10/21/2019,-74.009,40.7012,57,69.52,10.35,0,10
nyc,10/21/2019,-73.9693,40.779,52,92.86,6.9,t,7
jrb,10/21/2019,-74.009,40.7012,54,92.92,11.5,0,10
nyc,10/21/2019,-73.9693,40.779,52,92.86,6.9,0.01,5
jrb,10/21/2019,-74.009,40.7012,57,69.52,9.2,0,10
nyc,10/21/2019,-73.9693,40.779,52,96.73,9.2,0.01,6
jrb,10/21/2019,-74.009,40.7012,57,69.52,14.95,0,10
nyc,10/21/2019,-73.9693,40.779,51.8,100,6.9,0.01,9
nyc,10/21/2019,-73.9693,40.779,52,96.73,5.75,0.01,9
jrb,10/21/2019,-74.009,40.7012,54,89.88,12.65,0,10
jrb,10/21/2019,-74.009,40.7012,53.6,93.6,13.8,0,10
nyc,10/21/2019,-73.9693,40.779,53,92.89,9.2,0,9
jrb,10/21/2019,-74.009,40.7012,55.4,87.65,10.35,0,10
nyc,10/21/2019,-73.9693,40.779,51.8,93.55,9.2,0,10
nyc,10/21/2019,-73.9693,40.779,52,92.86,9.2,0,10
jrb,10/21/2019,-74.009,40.7012,55,89.59,9.2,0,10
nyc,10/21/2019,-73.9693,40.779,51,92.14,11.5,0,10
jrb,10/21/2019,-74.009,40.7012,57,69.52,5.75,0,10
jrb,10/21/2019,-74.009,40.7012,57,69.52,8.05,0,10
nyc,10/21/2019,-73.9693,40.779,52,89.13,8.05,0,10
jrb,10/21/2019,-74.009,40.7012,55,86.66,13.8,0,10
nyc,10/21/2019,-73.9693,40.779,51.8,87.47,12.65,0.01,10
nyc,10/21/2019,-73.9693,40.779,52,89.13,10.35,0.01,10
jrb,10/21/2019,-74.009,40.7012,54,89.88,11.5,0,10
jrb,10/21/2019,-74.009,40.7012,57,69.52,4.6,0,10
nyc,10/21/2019,-73.9693,40.779,52,89.13,4.6,t,10
jrb,10/21/2019,-74.009,40.7012,57,69.52,16.1,0,10
nyc,10/21/2019,-73.9693,40.779,51.8,87.47,11.5,t,10
nyc,10/21/2019,-73.9693,40.779,52,89.13,9.2,t,10
jrb,10/21/2019,-74.009,40.7012,54,86.29,12.65,0,10
nyc,10/21/2019,-73.9693,40.779,52,89.13,5.75,0,10
nyc,10/21/2019,-73.9693,40.779,52,86.17,6.9,0,10
jrb,10/21/2019,-74.009,40.7012,55.4,81.99,8.05,0,10
nyc,10/21/2019,-73.9693,40.779,52,86.17,3.45,0,10
nyc,10/21/2019,-73.9693,40.779,52,89.13,6.9,0,10
jrb,10/21/2019,-74.009,40.7012,55,77.21,8.05,0,10
nyc,10/21/2019,-73.9693,40.779,53,82.76,6.9,0,10
nyc,10/21/2019,-73.9693,40.779,53,79.4,6.9,0,10
jrb,10/21/2019,-74.009,40.7012,55.4,76.66,9.2,0,10
nyc,10/21/2019,-73.9693,40.779,53.6,76.5,6.9,0,10
nyc,10/21/2019,-73.9693,40.779,53,79.4,4.6,0,10
jrb,10/21/2019,-74.009,40.7012,55.4,76.66,8.05,0,10
jrb,10/21/2019,-74.009,40.7012,56,77.28,12.65,0,10
jrb,10/21/2019,-74.009,40.7012,57,69.52,2.3,0,10
nyc,10/21/2019,-73.9693,40.779,52,82.68,3.45,0,10
jrb,10/21/2019,-74.009,40.7012,55,83.2,6.9,0,10
nyc,10/21/2019,-73.9693,40.779,52,82.68,0,0,10
jrb,10/21/2019,-74.009,40.7012,55,79.85,6.9,0,10
jrb,10/21/2019,-74.009,40.7012,57,69.52,0,0,10
nyc,10/21/2019,-73.9693,40.779,52,79.92,8.05,0,10
jrb,10/21/2019,-74.009,40.7012,53,82.76,3.45,0,10
nyc,10/21/2019,-73.9693,40.779,52,76.94,3.45,0,10
jrb,10/21/2019,-74.009,40.7012,57,69.52,10.35,0.01,10
jrb,10/21/2019,-74.009,40.7012,53,82.76,4.6,0.01,10
nyc,10/21/2019,-73.9693,40.779,54,71.5,6.9,0,10
jrb,10/21/2019,-74.009,40.7012,57,71.81,4.6,0,10
nyc,10/21/2019,-73.9693,40.779,56,66.72,5.75,0,10
jrb,10/21/2019,-74.009,40.7012,60,64.26,11.5,0,10
nyc,10/21/2019,-73.9693,40.779,58,62.07,4.6,0,10
jrb,10/21/2019,-74.009,40.7012,62,57.43,9.2,0,10
nyc,10/21/2019,-73.9693,40.779,62,55.51,5.75,0,10
jrb,10/21/2019,-74.009,40.7012,64,55.99,3.45,0,10
nyc,10/21/2019,-73.9693,40.779,64,51.93,5.75,0,10
jrb,10/21/2019,-74.009,40.7012,67,52.35,5.75,0,10
jrb,10/21/2019,-74.009,40.7012,57,69.52,8.05,0.01,10
jrb,10/21/2019,-74.009,40.7012,57,69.52,2.3,0.01,10
jrb,10/21/2019,-74.009,40.7012,57,69.52,5.75,0.01,10
jrb,10/21/2019,-74.009,40.7012,57,69.52,9.2,0.01,10
jrb,10/21/2019,-74.009,40.7012,57,69.52,4.6,0.01,10
nyc,10/21/2019,-73.9693,40.779,66,46.62,3.45,0,10
jrb,10/21/2019,-74.009,40.7012,69,45.02,8.05,0.01,10
nyc,10/21/2019,-73.9693,40.779,66,48.43,3.45,0,10
nyc,10/21/2019,-73.9693,40.779,65,44.88,3.45,0,10
jrb,10/21/2019,-74.009,40.7012,71,39.13,11.5,0,10
nyc,10/21/2019,-73.9693,40.779,64,46.32,3.45,0,10
jrb,10/21/2019,-74.009,40.7012,69,54.45,4.6,0,10
nyc,10/21/2019,-73.9693,40.779,62,51.64,5.75,0,10
jrb,10/21/2019,-74.009,40.7012,65,62.96,5.75,0,10
nyc,10/21/2019,-73.9693,40.779,60,66.46,0,0,10
jrb,10/21/2019,-74.009,40.7012,61,72.22,0,0,10
nyc,10/21/2019,-73.9693,40.779,59,72.01,0,0,10
jrb,10/21/2019,-74.009,40.7012,61,75.2,4.6,0,10
jrb,10/22/2019,-74.009,40.7012,57,69.52,2.3,0,10
jrb,10/22/2019,-74.009,40.7012,57,69.52,0,0,10
nyc,10/22/2019,-73.9693,40.779,58,74.91,3.45,0,10
jrb,10/22/2019,-74.009,40.7012,60,77.65,3.45,0,10
jrb,10/22/2019,-74.009,40.7012,57,69.52,5.75,0,10
jrb,10/22/2019,-74.009,40.7012,57,69.52,4.6,0,10
nyc,10/22/2019,-73.9693,40.779,57,80.6,3.45,0,10
jrb,10/22/2019,-74.009,40.7012,59,80.75,3.45,0,10
nyc,10/22/2019,-73.9693,40.779,55,86.66,3.45,0,10
jrb,10/22/2019,-74.009,40.7012,60,80.25,0,0,10
jrb,10/22/2019,-74.009,40.7012,57,69.52,8.05,0,10
nyc,10/22/2019,-73.9693,40.779,55,79.85,0,0,10
jrb,10/22/2019,-74.009,40.7012,59,80.75,8.05,0,10
jrb,10/22/2019,-74.009,40.7012,57,69.52,9.2,0,10
nyc,10/22/2019,-73.9693,40.779,57,68.9,3.45,0,10
jrb,10/22/2019,-74.009,40.7012,59,75.02,3.45,0,10
nyc,10/22/2019,-73.9693,40.779,56,66.72,3.45,0,10
jrb,10/22/2019,-74.009,40.7012,58,71.9,8.05,0,10
jrb,10/22/2019,-74.009,40.7012,57,69.52,12.65,0,10
jrb,10/22/2019,-74.009,40.7012,57,69.52,14.95,0,10
jrb,10/22/2019,-74.009,40.7012,57,69.52,11.5,0,10
nyc,10/22/2019,-73.9693,40.779,57,48.73,4.6,0,10
jrb,10/22/2019,-74.009,40.7012,57,69.52,10.35,0,10
jrb,10/22/2019,-74.009,40.7012,58,66.7,11.5,0,10
nyc,10/22/2019,-73.9693,40.779,57,54.99,3.45,0,10
jrb,10/22/2019,-74.009,40.7012,58,62.07,6.9,0,10
nyc,10/22/2019,-73.9693,40.779,57,61.95,0,0,10
nyc,10/22/2019,-73.9693,40.779,56,71.69,3.45,0,10
jrb,10/22/2019,-74.009,40.7012,58,69.52,10.35,0,10
nyc,10/22/2019,-73.9693,40.779,56,69.3,0,0,10
nyc,10/22/2019,-73.9693,40.779,56,71.69,5.75,0,10
jrb,10/22/2019,-74.009,40.7012,57.2,76.82,8.05,0,10
nyc,10/22/2019,-73.9693,40.779,56,74.72,3.45,0,10
jrb,10/22/2019,-74.009,40.7012,58,74.91,9.2,0,10
jrb,10/22/2019,-74.009,40.7012,57.2,82.12,8.05,0,10
nyc,10/22/2019,-73.9693,40.779,57,80.6,4.6,0,10
jrb,10/22/2019,-74.009,40.7012,58,78.03,11.5,0,10
nyc,10/22/2019,-73.9693,40.779,57,80.6,5.75,0,10
nyc,10/22/2019,-73.9693,40.779,57,83.33,5.75,0,10
jrb,10/22/2019,-74.009,40.7012,59,80.75,9.2,0,10
nyc,10/22/2019,-73.9693,40.779,58,80.67,3.45,0,10
jrb,10/22/2019,-74.009,40.7012,59,82.25,10.35,0,10
nyc,10/22/2019,-73.9693,40.779,58,80.67,5.75,0,10
nyc,10/22/2019,-73.9693,40.779,58,80.67,6.9,0,10
nyc,10/22/2019,-73.9693,40.779,58,84,3.45,0,10
jrb,10/22/2019,-74.009,40.7012,60,80.25,8.05,0,10
nyc,10/22/2019,-73.9693,40.779,58,86.82,5.75,t,1.75
nyc,10/22/2019,-73.9693,40.779,57,93.01,4.6,t,1.75
nyc,10/22/2019,-73.9693,40.779,57,93.01,4.6,t,1.5
jrb,10/22/2019,-74.009,40.7012,60,85.99,11.5,0,10
nyc,10/22/2019,-73.9693,40.779,57,93.01,4.6,t,2.5
jrb,10/22/2019,-74.009,40.7012,59,87.83,11.5,0,10
nyc,10/22/2019,-73.9693,40.779,57,93.01,5.75,t,1.5
nyc,10/22/2019,-73.9693,40.779,57,96.1,3.45,t,2.5
nyc,10/22/2019,-73.9693,40.779,57,93.01,5.75,t,3
nyc,10/22/2019,-73.9693,40.779,57.2,93.69,5.75,t,3
nyc,10/22/2019,-73.9693,40.779,57,93.01,4.6,t,4
nyc,10/22/2019,-73.9693,40.779,58,93.04,3.45,t,6
jrb,10/22/2019,-74.009,40.7012,62,83.36,11.5,0,10
nyc,10/22/2019,-73.9693,40.779,59,89.44,5.75,0,9
jrb,10/22/2019,-74.009,40.7012,62,83.36,13.8,0,10
jrb,10/22/2019,-74.009,40.7012,62.6,82.5,10.35,0,10
nyc,10/22/2019,-73.9693,40.779,60,89.48,3.45,0,10
jrb,10/22/2019,-74.009,40.7012,62,86.11,11.5,0,10
nyc,10/22/2019,-73.9693,40.779,60,89.48,8.05,0,10
jrb,10/22/2019,-74.009,40.7012,61,89.52,11.5,0,10
nyc,10/22/2019,-73.9693,40.779,60,92.43,3.45,0,5
jrb,10/22/2019,-74.009,40.7012,61,89.52,10.35,0,10
nyc,10/22/2019,-73.9693,40.779,59,93.07,4.6,t,2.5
nyc,10/22/2019,-73.9693,40.779,59,93.07,4.6,t,2
jrb,10/22/2019,-74.009,40.7012,60,92.43,13.8,0,10
nyc,10/22/2019,-73.9693,40.779,59,93.07,6.9,0,5
nyc,10/22/2019,-73.9693,40.779,59,93.07,6.9,0,7
nyc,10/22/2019,-73.9693,40.779,59,93.07,3.45,0,8
jrb,10/22/2019,-74.009,40.7012,60,96.15,12.65,0,10
nyc,10/22/2019,-73.9693,40.779,59,96.13,3.45,0.03,2
nyc,10/22/2019,-73.9693,40.779,59,93.74,3.45,0.04,1.5
nyc,10/22/2019,-73.9693,40.779,59,96.13,3.45,0.05,1.75
jrb,10/22/2019,-74.009,40.7012,57,69.52,14.95,0.01,10
jrb,10/22/2019,-74.009,40.7012,61,93.12,14.95,0.01,10
nyc,10/22/2019,-73.9693,40.779,60,92.43,5.75,t,3
jrb,10/23/2019,-74.009,40.7012,57,69.52,12.65,0,10
jrb,10/23/2019,-74.009,40.7012,57,69.52,16.1,0.01,10
nyc,10/23/2019,-73.9693,40.779,59,96.13,8.05,0.02,1.75
jrb,10/23/2019,-74.009,40.7012,57,69.52,14.95,0.01,10
nyc,10/23/2019,-73.9693,40.779,59,96.13,8.05,0.08,2.5
jrb,10/23/2019,-74.009,40.7012,57,69.52,17.25,0.01,10
nyc,10/23/2019,-73.9693,40.779,59,96.13,5.75,0.09,4
jrb,10/23/2019,-74.009,40.7012,57,69.52,12.65,0.01,10
nyc,10/23/2019,-73.9693,40.779,59,96.13,5.75,0.09,9
jrb,10/23/2019,-74.009,40.7012,61,93.12,13.8,0.01,10
jrb,10/23/2019,-74.009,40.7012,57,69.52,16.1,0,10
nyc,10/23/2019,-73.9693,40.779,59,96.13,3.45,0.05,2.5
nyc,10/23/2019,-73.9693,40.779,60,92.43,4.6,0.06,3
jrb,10/23/2019,-74.009,40.7012,57,69.52,14.95,0,10
nyc,10/23/2019,-73.9693,40.779,60,92.43,6.9,0.07,3
